Product_Number,MAE,SMAPE,Accuracy
Product_86,10.333333333333334,1.688581056188746,98.2739421223729
Product_87,4.0,19.047614512472734,75.00001562499023
Product_88,4.333333333333333,1.4660760886182425,98.54260094587664
Product_89,1.3333333333333333,2.4242422038567693,96.72131228164451
Product_8a,17.666666666666668,19.587722230135196,82.09459640933144
Product_8b,17.0,50.66665813333506,45.161308012481285
Product_8c,18.666666666666668,52.222213842594265,42.85716034984887
Product_8d,18.666666666666668,52.222213842594265,42.85716034984887
Product_8e,9.666666666666666,5.858360964292896,94.08163301541022
Product_8f,0.0,0.0,100.0
Product_90,0.0,0.0,100.0
Product_91,1.3333333333333333,26.666640000026664,55.55570370320988
Product_92,2.0000000000000093,2.6666664888889144,96.87500048828116
Product_93,3.3333333333333335,9.13241884030792,89.47368753462499
Product_94,2.0,2.9850744040989254,97.05882396193765
Product_95,6.0,4.22456540422428,95.81395378042183
Product_96,17.33333333333333,20.966288131979457,81.02189988811315
Product_97,1.0,199.99800001999975,0.0
Product_98,30.33333333333333,47.190635178127934,60.262013939474166
Product_99,4.0,2.168841790122301,98.17629187646085
Product_9a,7.333333333333333,71.51511658403912,0.0
Product_9c,3.6666666666666665,2.415730256940502,97.60348599541486
Product_9d,3.6666666666666665,17.62070257575871,81.66667583332875
Product_9e,26.666666666666668,19.025460239867737,90.49881269006606
Product_9f,4.0,1.967381155753366,98.02631588685941
Product_a0,35.0,5.331782493491133,94.53125008544922
Product_a1,18.0,4.476491548263849,95.71428581632652
Product_a2,20.0,11.863780062241984,86.92810542953559
Product_a3,1.3333333333333333,7.40740534979481,91.48936713444651
Product_a4,0.0,0.0,100.0
Product_a5,10.666666666666666,52.12119936639431,30.434827977286105
Product_a6,1.6666666666666667,3.7026798841876705,96.18320698094496
Product_a7,2.0,28.571408163279884,25.000281248945313
Product_a8,0.3333333333333333,5.128201183434987,87.50004687482422
Product_a9,3.333333333333343,2.6625702981601287,97.36147778141336
Product_aa,3.3333333333333335,9.661834348526423,90.56604040583763
Product_ab,6.333333333333333,15.929570325470522,82.72727743801525
Product_ac,0.0,0.0,100.0
Product_ad,2.6666666666666714,7.135134180537434,93.10345005945256
Product_ae,0.3333333333333333,7.407399176963878,96.66666999999667
Product_af,8.0,57.952040568464355,0.0
Product_b0,1.0,39.99992000016,0.0
Product_b2,0.0,0.0,100.0
Product_b3,3.3333333333333344,15.407403749795131,82.14286670917855
Product_b4,11.33333333333333,50.6666552000026,58.53660053539006
Product_b5,0.3333333333333333,3.1746016628880973,92.85715816323251
Product_b6,8.333333333333334,29.199668194239894,80.91603490472482
Product_b7,4.0,3.883494957111895,96.03960435251442
Product_b8,0.0,0.0,100.0
Product_b9,6.666666666666667,5.056564611301368,94.84536122329682
Product_ba,8.0,38.8524494914025,65.2174064272146
Product_bb,0.0,0.0,100.0
Product_bc,1.3333333333333333,0.7984669193106115,99.18533609865564
Product_bd,0.0,0.0,100.0
Product_be,1.666666666666669,3.7564495238460918,96.37681238185237
Product_bf,1.6666666666666667,3.9537864358319568,96.18320698094496
Product_c0,74.0,18.477996707542218,82.50591057905649
Product_c1,9.666666666666666,14.590413160375912,83.04093864778855
Product_c2,13.0,8.034723648482073,92.26190522250565
Product_c3,12.666666666666666,6.381192114663507,94.49275386263389
Product_c4,2.6666666666666643,4.984858606953357,94.90445957239626
Product_c5,5.0,1.6312086468153577,98.35345779297066
Product_c6,74.0,18.477996707542218,82.50591057905649
Product_c7,9.666666666666666,14.590413160375912,83.04093864778855
Product_c8,13.0,8.034723648482073,92.26190522250565
Product_c9,12.666666666666666,6.381192114663507,94.49275386263389
Product_ca,2.6666666666666643,4.984858606953357,94.90445957239626
Product_cb,5.0,1.6312086468153577,98.35345779297066
Product_cc,5.0,97.14273632671977,28.57153061209911
Product_cd,11.333333333333334,23.72759606871726,75.00000551470467
Product_ce,3.3333333333333335,1.8107858059181623,98.17850647476286
Product_cf,36.0,14.360454340932504,86.516854437571
Product_d0,0.3333333333333333,66.6660000066666,88.88892592580247
Product_d1,9.333333333333334,27.836875224579074,71.13402954617644
Product_d2,3.0,7.083774341989802,93.38235440095123
Product_d3,0.0,0.0,100.0
Product_d4,41.666666666666664,15.578029982208585,85.51564360895793
Product_d5,24.333333333333332,6.704187945296272,93.48214303172831
Product_d6,0.6666666666666666,0.7619047183673494,99.22178997411012
Product_d7,0.3333333333333333,2.020201408019775,97.50000187499859
Product_d8,0.3333333333333333,2.020201408019775,97.50000187499859
Product_d9,4.666666666666667,19.418799342188024,80.28169847252177
Product_da,0.6666666666666666,26.66661333344,60.00023999856001
Product_db,2.3333333333333335,28.89303764432167,85.71429446063604
Product_dc,17.333333333333332,36.77986911384948,3.7037572016163693
Product_dd,15.333333333333334,70.1075086923396,43.902459547880646
Product_de,2.3333333333333335,28.89303764432167,85.71429446063604
Product_df,6.333333333333333,7.893537016055866,92.4000009119999
Product_e0,6.666666666666667,1.0590095101054617,98.94847530575485
Product_e2,0.3333333333333333,0.716845801056007,99.27007315253873
Product_e3,0.6666666666666856,0.2520478843343254,99.75124379037646
Product_e5,16.666666666666668,142.99510771549228,0.0
Product_e6,5.0,199.9996000008,0.0
Product_e7,8.000000000000005,15.424835113967305,83.33333680555482
Product_e8,4.666666666666667,17.3333300888895,82.27848774234643
Product_ea,8.333333333333334,14.19487057644192,85.38011952395564
Product_eb,34.66666666666667,22.496676045958306,71.96765725328916
Product_ec,2.6666666666666656,7.619046530612397,96.5957451154368
Product_ed,0.0,0.0,100.0
Product_ee,39.33333333333337,9.449807067436604,91.5107915501268
Product_ef,22.333333333333332,6.446381543338741,93.23232343740435
Product_f0,0.0,0.0,100.0
